Date,Average weight (kg),Max weight (kg),Min weight (kg),Calories (kcal),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Step count,Distance (m),Average speed (m/s),Max speed (m/s),Min speed (m/s),Move Minutes count,Cycling duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Pilates duration (ms),Treadmill running duration (ms),Treadmill walking duration (ms),Yoga duration (ms)
2018-03-19,72.0,72.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-27,,,,320.0270552285879,,,,,,,,,,,,,,,,,,,,,,,
2018-03-28,,,,1473.25,,,,,,,,,,,,,,,,,,,,,,,
2018-03-29,,,,1473.25,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30,,,,1473.25,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,,1473.25,,,,,,,,,,,,,,,,,,,,,,,
2018-04-01,,,,1473.25,,,,,,,,,,,,,,,,,,,,,,,
2018-04-02,,,,1473.25,,,,,,,,,,,,,,,,,,,,,,,
2018-04-03,72.0,72.0,72.0,1546.1112594623457,,,28.47858238220215,77.0609359741211,28.47940444946289,77.06321716308594,,,,1627,852.1890783309937,0.779853791376699,1.01010262966156,0.27240338921546936,19,,17532243,1236016,,,,,
2018-04-04,,,,1686.0390724476845,7.0,7,28.452226638793945,77.06098937988281,28.479461669921875,77.06822967529297,,,,4552,2019.6812226772308,0.7629659379100311,7.159999847412109,0.2591474652290344,68,,80471198,3609746,,,,,
2018-04-05,,,,1857.821382694572,16.0,16,28.47844696044922,77.06108093261719,28.48197364807129,77.06973266601562,,,,8452,3805.460895419121,0.5665035017402603,3.1500000953674316,0.27053990960121155,100,,77932861,6519152,,,,,
2018-04-06,72.0,72.0,72.0,1836.373593150366,25.0,20,28.452314376831055,77.06153106689453,28.4798583984375,77.06794738769531,,,,8677,4470.926874876022,0.56401823925658,10.529999732971191,0.26278772950172424,103,,77205052,6160016,,,,,
2018-04-07,,,,1861.5280663348706,5.0,5,28.461349487304688,77.05238342285156,28.479658126831055,77.06278228759766,,,,5278,2516.258417904377,0.5371229235215756,1.8160005807876587,0.253402441740036,66,,78176678,6586736,,,,,
2018-04-08,,,,1813.4078362721052,14.0,14,28.56485366821289,77.2305908203125,28.570728302001953,77.24264526367188,,,,6232,2865.821070842445,1.3853638584412258,16.809999465942383,0.25392723083496094,72,,73850527,5770425,,,,,
2018-04-09,,,,1771.3613920793073,34.0,29,28.452388763427734,77.06266784667969,28.4810848236084,77.06800079345703,,,,7681,3725.0762439370155,1.2989023273908773,8.470000267028809,0.2674757242202759,78,,78681840,5057151,,,,,
2018-04-10,,,,1937.0199381913862,60.0,59,28.452707290649414,77.0544662475586,28.481185913085938,77.06786346435547,,,,11106,9370.57640004158,0.6233330777836134,13.770000457763672,0.2539314925670624,131,487594,74475090,7016026,,,,,
2018-04-11,72.0,72.0,72.0,1982.7611884986195,46.0,43,28.452573776245117,77.06056213378906,28.481096267700195,77.06802368164062,,,,13154,6938.742723822594,0.5881700310847503,1.792834997177124,0.20117564499378204,159,,74626872,8641782,,,,,
2018-04-12,,,,1976.837348174718,51.0,45,28.452566146850586,77.06098175048828,28.48088836669922,77.06806945800781,,,,12475,6501.781943023205,0.8016501594726828,12.479999542236328,0.11229944974184036,143,,76121632,8542838,,,,,
2018-04-13,,,,1908.068296980477,48.0,43,28.461254119873047,77.04777526855469,28.481168746948242,77.06686401367188,,,,10449,6015.570176318288,0.6302954028572563,4.440000057220459,0.2589518129825592,110,,75249090,7190422,,,,,
2018-04-14,,,,1861.099205287785,10.0,10,29.38295555114746,76.95721435546875,29.38295555114746,76.95721435546875,,,,5404,2251.5074393749237,1.7697358886691976,17.6299991607666,0.24839726090431213,106,532367,65952804,6002864,,,,,
2018-04-15,,,,1720.8559210160809,17.0,16,28.478553771972656,76.9573745727539,29.382856369018555,77.06369018554688,,,,5294,2438.414140224457,2.894336812020228,22.600000381469727,0.253402441740036,79,,69883025,4200378,,,,,
2018-04-16,,,,2118.6631645622338,39.0,36,28.45261573791504,77.062744140625,28.549291610717773,77.25444793701172,,,,11929,6015.961940672016,0.7185120407302666,7.78000020980835,0.24160028994083405,154,,66143280,10948528,,,,,
2018-04-17,72.0,72.0,72.0,1936.4010881313081,52.0,49,28.452529907226562,77.0615234375,28.481182098388672,77.06800079345703,,,,11830,6819.318728327751,0.9449013819920208,13.329999923706055,0.20346374809741974,135,,77479110,7175623,283960,,,,
2018-04-18,,,,1992.9207770858388,73.0,68,28.452491760253906,77.04743194580078,28.481016159057617,77.06805419921875,,,,12926,10709.284721374512,0.8278690358377825,6.889999866485596,0.25938689708709717,151,855807,76526346,7901798,,,,,
2018-04-19,,,,1964.7311679882382,41.0,39,28.452341079711914,77.06075286865234,28.481142044067383,77.06804656982422,,,,11554,6053.619845151901,0.5414081101469801,9.15999984741211,0.25418195128440857,132,,76231728,8337469,,,,,
2018-04-20,,,,2202.544867060737,54.0,50,28.452199935913086,77.06016540527344,28.50897979736328,77.06990814208984,,,,11526,15374.049092317,0.830618220917605,17.553720474243164,0.2633451521396637,155,782056,75943226,7775189,133396,,,,
2018-04-21,,,,1635.4704873739934,3.0,3,28.668113708496094,77.22798156738281,28.668777465820312,77.23079681396484,,,,2898,1355.9572820663452,6.662148664495563,21.440000534057617,0.25390565395355225,47,,69347895,2751903,,,,,
2018-04-22,,,,1614.3745589859097,1.0,1,,,,,,,,2629,997.5442109555006,1.4995758571774405,10.319999694824219,0.26241400837898254,45,,70380175,2394034,,,,,
2018-04-23,,,,2074.419649880385,19.0,18,28.45206069946289,77.061279296875,28.479650497436523,77.06822967529297,,,,11594,5681.556541800499,0.776018360934296,10.949999809265137,0.2711450457572937,150,,74114774,10198220,,,,,
